concept_uri,preferred_label,description
http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,AJAX,"Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in AJAX."
http://data.europa.eu/esco/skill/b4e083dd-e532-4bd5-870a-3815f8c94950,Funkdienste in Notfällen anbieten,"Anbieten von Funkdiensten in Notfällen, z. B., wenn ein Schiff aufgegeben werden muss, wenn an Bord eines Schiffes Feuer ausbricht oder wenn die Funkgeräte teilweise oder vollständig ausfallen. Ergreifen vorbeugender Maßnahmen zum Schutz der Sicherheit von Schiff und Besatzung vor Gefahren im Zusammenhang mit Funkgeräten, z. B. vor den durch elektrische und nichtionisierende Strahlung verursachten Risiken."
http://data.europa.eu/esco/skill/b4e481fe-8d7c-41d7-9787-a5dcee658e3a,Transplantation,"Grundsätze der Organ- und Gewebetransplantation, Grundsätze der Transplantationsimmunologie, Immunsuppression, Gewebespende und -beschaffung sowie Indikationen zur Organtransplantation."
http://data.europa.eu/esco/skill/b4e4bee5-439e-4b2e-909a-50be1979b5ec,Webmaschinentechnologie verwenden,"Bedienen von Maschinen, die Garne zu Gewebe verarbeiten. Einrichten von Programmen für Webmaschinen, um Gewebe mit der gewünschten Struktur, Farbe und Dichte herzustellen."
http://data.europa.eu/esco/skill/b4e892b0-f980-47a5-97d9-b219ec881b59,Papiertrockenzylinder bedienen,"Einrichten und Überwachen von Papiertrockenzylindern, die den Papierbogen während der Trocknung fortbewegen."
http://data.europa.eu/esco/skill/b500c0dc-4810-4260-a8bb-2b6bc714d556,spezifische Werkzeuge herstellen,"Ausarbeitung technischer Zeichnungen und Herstellung spezifischer Werkzeuge, die für einen bestimmten Zweck erforderlich sind, z. B. traditionelle Werkzeuge für das Kunsthandwerk oder für Restaurierungszwecke."
http://data.europa.eu/esco/skill/b514f861-985b-4aeb-bcba-9a7f8bee0e8d,Freiwilligenprogramme verwalten,"Verwaltung von Programmen, die auf die Anwerbung, den Abgleich und den Einsatz von Freiwilligen in verschiedenen Funktionen und Organisationen auf lokaler, nationaler oder internationaler Ebene ausgerichtet sind.
   "
http://data.europa.eu/esco/skill/b5207591-6db2-4ace-af66-c79ad5176fe0,Histologie,Mikroskopische Untersuchung von Zellen und Geweben.
http://data.europa.eu/esco/skill/b52d040e-0f04-4ba5-8d1c-71db7dd7e8a6,Museumssammlungen dokumentieren,"Aufzeichnen der Informationen über den Zustand eines Objekts, seine Herkunft, seine Materialien und alle seine Bewegungen innerhalb des Museums.
   "
http://data.europa.eu/esco/skill/b531d88a-d89c-4407-8f12-32fe2a92204d,Lagerbedingungen von Blutkonserven,"Kühlbedingungen zur ordnungsgemäßen Lagerung von Blutkonserven, Dauer und Maßnahmen gegen Kontamination."
http://data.europa.eu/esco/skill/b533b9a6-de89-431e-9983-e81ec1f755ac,Seifenflocken befördern,Beförderung der Seifenflocken über ein Förderband in den Trockenraum.
http://data.europa.eu/esco/skill/b535516b-9f8a-4c29-b6aa-a0a4561e1086,Anrufqualitätssicherung,Aufzeichnungssysteme und Überwachungsverfahren zur Verfolgung der Anrufqualität und Verbesserungsmethoden.
http://data.europa.eu/esco/skill/b54545e6-637c-43a2-8ab2-9efd5f9e2d38,Vorschriften für die Fahrgastbeförderung,Übereinkommen und Vorschriften für die Fahrgastbeförderung.
http://data.europa.eu/esco/skill/b552832c-ad26-4901-b76c-232a53c74aba,Stromerzeugung koordinieren,"Übermittlung der aktuellen Stromnachfrage an die Beschäftigten und Einrichtungen der Stromerzeugung, damit diese entsprechend erhöht oder verringert wird."
http://data.europa.eu/esco/skill/b55376e1-41c3-45f8-9b35-d3e7b1288a33,ökologischen Fußabdruck von Fahrzeugen bewerten,"Bewertung des ökologischen Fußabdrucks von Fahrzeugen und Anwendung verschiedener Methoden zur Analyse von Treibhausgasemissionen wie CO2-Emissionen.
	"
http://data.europa.eu/esco/skill/b554b1fd-cb47-4a59-8d22-85f9d074a473,Gebäudeschäden feststellen,"Überwachung des äußeren Zustands von Gebäuden, um etwaige Schäden und deren Art festzustellen und Methoden zur Behebung zu finden."
http://data.europa.eu/esco/skill/b55f1863-706b-4587-a756-5100c3c7ce5c,Restaurierungsprobleme prüfen,"Diagnostizieren der Art des zu erhaltenden oder zu restaurierenden Objekts und Erforschung der Ursachen etwaiger Verschlechterungen seines Zustands.
	"
http://data.europa.eu/esco/skill/b55f61a4-5f9e-4741-ba95-9ac04b64119b,in einem multikulturellen Umfeld im Gesundheitswesen arbeiten,"Interagieren, Zusammenkommen und Kommunizieren mit Menschen aus verschiedenen Kulturen bei der Arbeit im Gesundheitswesen."
http://data.europa.eu/esco/skill/b5604dbf-cf22-46d9-b416-88b38d84e0f1,Gusskerne konstruieren,"Konstruieren von Kernen für das Gießen von Gegenständen in Gips, Ton oder Metall. Verwenden von Gießmaschinen und -werkstoffen wie Gummi, Gips oder Glasfasern."
http://data.europa.eu/esco/skill/b56080be-f835-4c25-8b8b-b3d78c26a85a,Schutzschicht auf ein Modell aufbringen,"Aufbringen oder Aufsprühen einer schützenden Farbschicht, z. B. Lack, auf ein Modell."
http://data.europa.eu/esco/skill/b562efb4-e497-4495-a775-27b9da7779ab,die persönliche Kapazitäten von Nutzern/Nutzerinnen des Gesundheitssystems erkennen,"Erkennen der persönlichen Kapazitäten von Nutzern/Nutzerinnen des Gesundheitssystems, in allen Lebensbereichen unter Berücksichtigung der Umweltfaktoren und in Bezug auf das soziale, kulturelle, physische und institutionelle Umfeld sowie Ermitteln ihrer biomechanischen, motorischen, sensorischen/perzeptiven sowie kognitiven und psychosozialen Fähigkeiten und Kompetenzen."
http://data.europa.eu/esco/skill/b569f765-86f6-44af-89ca-aed6e4f6be7d,Erkrankung des Nervensystems behandeln,"Diagnose und Behandlung von Patienten mit neurologischen Krankheiten wie Hirnschäden, Rückenmarkschäden, peripherer Neuropathie, Schlaganfall, Alzheimer, Kopfschmerzen, Epilepsie, Parkinson-Krankheit, Schlafstörungen, Multipler Sklerose, Schmerzen oder Tremor."
http://data.europa.eu/esco/skill/b589ce7c-588f-4045-be2d-9332c2d2278d,Oberflächentechnik,"Technische Disziplin zur Erforschung von Möglichkeiten, der Korrosion, Verformung und sonstigen Verschlechterung von Materialoberflächen durch Umwelteinflüsse entgegenzuwirken, indem die Eigenschaften der Oberflächen verändert und gegenüber den Umwelteinflüssen beständig gemacht werden."
http://data.europa.eu/esco/skill/b5936963-0d12-4aa1-ae85-ad2686750427,Einstufungssysteme für Schmucksteine,"Systeme zur Analyse und Einstufung von Schmucksteinen, die von Instituten wie dem Gemological Institute of America, dem Hoge Raad voor Diamant und dem European Gemological Laboratory verwendet werden."
http://data.europa.eu/esco/skill/b5a118aa-f8ae-4a34-a7aa-b470444b4769,Ton schneiden,"Schneiden von Tonsträngen durch Bedienen bereits eingerichteter automatischer Abschneidemesser, um Ziegel- und Fliesenprodukte herzustellen."
http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592,Proben untersuchen,Untersuchen oder Testen präparierter Proben; Ausschließen von zufälligen oder gezielten Kontaminationen während der Testphase. Bedienen von Geräten für die Probenentnahme entsprechend der bestimmungsgemäßen Verwendung.
http://data.europa.eu/esco/skill/b5a7c34c-96f4-4136-9c6c-96a4d0f1df37,Holztrocknungsverfahren,Zu den Verfahren der Kammertrocknung von Holz gehören die Lufttrocknung und die künstliche Trocknung.
http://data.europa.eu/esco/skill/b5a8ce01-a4ae-43c1-b4e4-c44be6804691,Essen an Patienten/Patientinnen verteilen,Verteilen von Mahlzeiten an Patienten oder Heimbewohner gemäß den Ernährungsanforderungen und ärztlichen Verschreibungen.
http://data.europa.eu/esco/skill/b5a8e3fe-63b3-4a67-a4c4-dee8f4ff5d1a,sichere Arbeitsverfahren im veterinärmedizinischen Umfeld,"Sichere Arbeitsverfahren im veterinärmedizinischen Umfeld dienen der Ermittlung von Gefahren und damit verbundenen Risiken, um Unfälle oder Störungen zu verhindern. Dazu gehören Verletzungen durch Tiere, Zoonosen, Chemikalien, Ausrüstung und das Arbeitsumfeld."
http://data.europa.eu/esco/skill/b5aa186f-1ded-49d9-be29-8d6723617bdf,Bohranlagen errichten,Errichten der Bohranlage und Vorbereitung der Anlage auf die Nutzung nach Auswahl eines geeigneten Bohrplatzes. Demontage der Bohranlage nach Abschluss der Arbeiten.
http://data.europa.eu/esco/skill/b5af495b-61f1-4330-9891-dca56d97d714,mit Jugendlichen kommunizieren,"Verwendung verbaler und nonverbaler Kommunikation in Schriftform, in elektronischer Form oder durch Zeichnungen. Anpassung der Kommunikation an das Alter der Kinder und Jugendlichen sowie ihre Bedürfnisse, Eigenschaften, Fähigkeiten, Vorlieben und Kultur."
http://data.europa.eu/esco/skill/b5b00d74-1425-4dd5-b2d3-f45fb8ef1410,orthopädische Erkrankungen,"Physiologie, Pathophysiologie, Pathologie und Verlauf allgemeiner orthopädischer Erkrankungen und Verletzungen."
http://data.europa.eu/esco/skill/b5b09dac-5b28-40a5-b671-5f9aa31f65d8,Audiogeräte bedienen,"Verwenden von Technologien zur Wiedergabe oder Aufzeichnung von Tönen, die z. B. durch Sprache oder Instrumente erzeugt wurden, in elektrischer oder mechanischer Form."
http://data.europa.eu/esco/skill/b5b70429-a806-4b99-b435-3f46bb71f54f,Schuhe instand setzen,"Formen von Schuhen, Reparieren gerissener Nähte, Anbringen neuer Absätze oder Sohlen. Abschließendes Säubern und Polieren der Schuhe."
http://data.europa.eu/esco/skill/b5c027e0-1774-4cd1-973d-452dc03a8d23,Freiwillige instruieren,Instruieren von Freiwilligen und Einführen der Freiwilligen in professionelles Arbeiten.
http://data.europa.eu/esco/skill/b5c7e0dc-dda3-4790-a7d1-d6d8023b3089,Datenbank-Qualitätsstandards,Techniken und Methoden zur Schätzung und Bewertung der System- und Datenbankqualität insgesamt sowie die festgelegten Qualitätsstandards und -Vorschriften.
http://data.europa.eu/esco/skill/b5c89409-43df-4ddc-95f2-f81775214e46,Schneidmaschinen reparieren,Reparieren von Komponenten oder Systemen für Schneidmaschinen und Schneidgeräte unter Verwendung von Hand- oder Elektrowerkzeugen.
http://data.europa.eu/esco/skill/b5cb259e-83e7-48f5-950e-245d5b5fd6d0,Rechnungslegungsverfahren entwerfen,"Festlegung von Standardmethoden und -leitlinien für die Buchführung und Rechnungslegung einschließlich Festlegung des Rechnungslegungssystems, das für die Verbuchung von Finanztransaktionen verwendet wird."
http://data.europa.eu/esco/skill/b5cd2ce8-1c77-4028-b23f-3b1194da03ae,Produkte von Milchbetrieben verarbeiten,Verarbeitung von Milcherzeugnissen in landwirtschaftlichen Betrieben nach den Lebensmittelhygienevorschriften und unter Verwendung geeigneter Methoden und Ausrüstungen.
http://data.europa.eu/esco/skill/b5d604c6-437a-4bef-b189-0f2c07b430e7,Pilates-Trainingseinheiten vorbereiten,"Planen und Vorbereiten von Pilates-Trainingseinheiten. Schaffen einer harmonischen Umgebung, die den Grundsätzen von Joseph Pilates entgegenkommt."
http://data.europa.eu/esco/skill/b5d7adfd-b8ad-4f12-88fa-e2d161c0b296,Audiosystem-Designs entwickeln,"Entwicklung von Designs, die den funktionalen Anforderungen der Kunden gerecht werden und für sie erschwinglich sind."
http://data.europa.eu/esco/skill/b5d82f65-8934-4cc2-8ced-2a23871d02e0,Operationen der Luftwaffe,"Operationen, Verfahren und vorschriftsmäßiges Verhalten einer militärischen Luftwaffe und eines spezifischen Luftwaffenstützpunkts."
http://data.europa.eu/esco/skill/b5e1a909-9d21-4c29-9438-9df9fd7da3a1,passende Zutaten auswählen,"Auswahl passender Zutaten aufgrund ihrer technischen Funktion, um Ideen umzusetzen. Sicherstellen einer gleichbleibenden Qualität der Zutaten und Verwenden dieser Zutaten im Sinne eines zufriedenstellenden Endprodukts."
http://data.europa.eu/esco/skill/b5e330ec-4533-4a51-b6e0-99446c5121d1,Änderungen in der Choreografie aufzeichnen,Aufzeichnen von Änderungen in der Choreographie einer Produktion und Korrigieren von Notationsfehlern.
http://data.europa.eu/esco/skill/b5e44971-c411-40ef-a123-351457a01d72,mit Autoren arbeiten,"Konsultieren des Autors eines zu übersetzenden Texts, um die Bedeutung und den Stil des Originals zu erfassen und zu bewahren."
http://data.europa.eu/esco/skill/b5e84da7-6faa-4804-8b8b-c952f6cd6d30,Maschinen zur Obst- und Gemüseverarbeitung nutzen,"Nutzen verschiedener Arten von Maschinen, um Obst und Gemüse zu schälen, zu schneiden und zu verarbeiten."
http://data.europa.eu/esco/skill/b5feaf25-3975-4e74-85fd-4470e344ba2e,Beratung zur Steuerpolitik leisten,"Beratung zu Änderungen der Steuerpolitik und -verfahren und zur Umsetzung neuer Maßnahmen auf nationaler und lokaler Ebene.
    "
http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,Chinesisch lesen,Verfassen schriftlicher Texte in chinesischer Sprache.
http://data.europa.eu/esco/skill/b6032781-194d-419d-8302-bf1ce88720ee,Kunststoffteile zusammensetzen,Abstimmung und Anordnung von Kunststoffteilen zur Montage vollständiger Produkte unter Verwendung geeigneter Handwerkzeuge.
http://data.europa.eu/esco/skill/b60660e8-316f-4ef1-a951-118a4ab00107,Strahlenbehandlungen durchführen,Durchführung von Strahlenbehandlungen auf der betroffenen Körperregion des Patienten. Nutzung eines breiten Spektrums an Geräten und Techniken.
http://data.europa.eu/esco/skill/b60b227f-aa4a-45ce-9efc-48643dff9993,Tabak Zusatzstoffe beigeben,"Beigabe von Zusatzstoffen zu Tabak, einschließlich Aromen. Abmessen angemessener Mengen und Verwendung geeigneter Geräte für diese Verfahren sowie Berücksichtigung der Vorschriften für Zusatzstoffe und andere im Tabak enthaltene Erzeugnisse."
http://data.europa.eu/esco/skill/b61124b7-3a6d-4f76-96cb-8e2214b79484,Forschungsergebnisse der Strahlenmedizin umsetzen,Verwendung und Umsetzung von Forschungsergebnissen der Strahlenmedizin in Abhängigkeit von der Situation und dem Ansprechen des Patienten auf die Behandlung.
http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,Vorschriften einhalten,"Einhalten von Regeln, Vorschriften und Leitlinien eines bestimmten Bereichs oder Sektors und Anwenden bei der täglichen Arbeit.
  "
http://data.europa.eu/esco/skill/b61a2c7f-b56a-47c2-a2ef-dc89736167d7,Wert von Vermögensgegenständen aushandeln,"Führen von Verhandlungen mit den Eigentümern oder den an der Verwaltung der Vermögensgegenstände beteiligten Parteien im Hinblick auf den Geldwert eines Vermögensgegenstands, um eine für den Kunden möglichst vorteilhafte finanzielle Vereinbarung über den Verkauf, die Versicherung, den Einsatz als Sicherheit oder über andere Zwecke zu erzielen."
http://data.europa.eu/esco/skill/b6239792-033c-41ba-b09b-21837655436a,Geradlinigkeit von Ziegelsteinen prüfen,"Prüfen, ob eine Wand gerade und bündig ist, mithilfe von Werkzeugen wie Wasserwaage oder Maurerschnur, sowie im Bedarfsfall Ergreifen korrigierender Maßnahmen."
http://data.europa.eu/esco/skill/b62aaeda-442a-48c0-824f-6ebd1bef3c93,Bücher auseinander binden,"Entfernen des Einbands, der die Buchseiten zusammenhält, mithilfe von Maschinen oder manuellen Techniken, um den Einband zu ersetzen, zu reparieren oder den Inhalt zu scannen."
http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,"Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in C++."
http://data.europa.eu/esco/skill/b637d9ad-da31-48ba-a437-c8fefea8666d,Zeitplan für das Fischen erstellen,Entwickeln und Durchführen wirksamerer Fangmanöver unter Berücksichtigung der meteorologischen Bedingungen und des Fangsystems.
http://data.europa.eu/esco/skill/b63ba4e4-ebf4-4e17-b0d6-662244022a4f,Content-Entwicklungs-Leitlinien vorgeben,"Ausarbeiten von Standards und Strukturen für die Content-Entwicklung, z. B. Formate, Formatvorlagen, Layouts, Strukturen, Content-Typen, Terminologie, XML und DITA. Umsetzen dieser Standards und Strukturen in Dokumenttypdefinitionen, Anwendung derselben während des Arbeitsprozesses und Bewertung der Ergebnisse anhand der festgelegten Standards."
http://data.europa.eu/esco/skill/b63bfc0b-5b35-4019-b909-68ade8d9be66,Pläne zur Übertragung der Pflege erstellen,"Planen einer möglichen Übertragung von Pflegeleistungen für eine Reihe von Bereichen der Gesundheitsversorgung, effizientes Kommunizieren und Gewährleisten, dass die Patienten/Kunden und Betreuer in den Entscheidungsprozess einbezogen werden."
http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,Urdu schreiben,Verfassen schriftlicher Texte auf Urdu.
http://data.europa.eu/esco/skill/b6426791-8bca-4241-b7a8-716f1f21cec5,Turmkran führen,"Führen eines Turmkrans, d. h. eines hohen Krans zum Heben schwerer Lasten. Kommunizieren mit den Kollegen am Boden über Funk oder per Handzeichen zur Koordinierung der Kranbewegungen. Sicherstellen, dass der Kran nicht überladen ist, und Berücksichtigen der Witterungsbedingungen."
http://data.europa.eu/esco/skill/b6446f23-37fb-42b0-95d2-f9324767500a,chronisch Kranke psychologisch behandeln,"Anbieten psychologischer Interventionen für Patienten mit chronischen Krankheiten wie Krebs und Diabetes sowie für ihre Angehörigen. Maßnahmen und Behandlungen dieser Art umfassen z. B. die Schmerztherapie sowie die Bewältigung von Stress und anderen Symptomen, den Angstabbau und die Anpassung der Lebensweise an eine Krankheit oder Demenzerkrankung."
http://data.europa.eu/esco/skill/b64b9863-5ed3-49c7-8fd3-5324fabeda5d,geophysikalische Daten interpretieren,"Auswerten geophysikalischer Daten: die Form der Erde, ihr Gravitations- und Magnetfeld, ihre Struktur und Zusammensetzung sowie die geophysikalische Dynamik und deren Ausdruck an der Erdoberfläche in Form der Plattentektonik."
http://data.europa.eu/esco/skill/b64c2abe-acd4-45e5-b107-853e35b33fe4,alte Feuerwaffen restaurieren,"Wiederherstellen des ursprünglichen Zustands alter oder schadhafter Waffen durch Reparieren oder Ersetzen defekter Teile; Reinigen und Ölen der Teile, um den ursprünglichen Zustand zu erhalten."
http://data.europa.eu/esco/skill/b652c752-ef22-4648-9a30-afe8c4d20d6e,Kaltziehprozesse,"Die verschiedenen Arten der bei Raumtemperatur durchgeführten Ziehprozesse in der Metallbearbeitung, wie Drahtziehen, Rohrziehen, Abstreckziehen, Tiefziehen, Blechumformung, Drücken, Streckziehen."
http://data.europa.eu/esco/skill/b65691e8-1b0f-4593-8d18-9ebb66e10383,Röstung überwachen,"Überwachen der Röstung von Kaffeebohnen und Getreide, um die gewünschten Aromen und Farbnuancen zu erhalten."
http://data.europa.eu/esco/skill/b6581960-e4b6-41e3-b87c-069372b88b6c,Ausrüstung für Versorgungsanlagen installieren,"Installieren von Geräten, die für die Bereitstellung von Versorgungsdiensten für verschiedene Energiequellen genutzt werden, wie z. B. Wärme, Dampf, Strom und Kühlung, und Gewährleisten der ordnungsgemäßen und sicheren Installation von Ausrüstung und Maschinen in Anlagen und Wohngebäuden."
http://data.europa.eu/esco/skill/b6612dac-d394-41d8-9688-95a0e3039f05,Patientenverhalten durch Kunsttherapie herausfordern,"Konstruktives Herausfordern des Verhaltens, der Einstellung und der Denkweise von Patienten in kunsttherapeutischen Sitzungen."
http://data.europa.eu/esco/skill/b661befa-db9b-46d7-b89d-95a8c394f82f,Bibliotheksmaterial koordinieren,"Organisieren von Büchern, Veröffentlichungen, Dokumenten, audiovisuellem Material und anderen Referenzmaterialien für den schnellen und unkomplizierten Zugriff."
http://data.europa.eu/esco/skill/b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,Kameraobjektive,"Arten von Objektiven für fotografische Zwecke, wie Teleobjektive mit größerer Brennweite und stumpferem Brechungswinkeln für eine vergrößerte Ansicht und Weitwinkelobjektive mit kürzeren Brennweiten und spitzeren Brechungswinkeln für einen größeren Bildwinkel."
http://data.europa.eu/esco/skill/b669e7a7-9987-49a2-a918-ba16a19bd55e,künstlerische Intention berücksichtigen,Berücksichtigen der künstlerischen und kreativen Vision der Organisation bei der Auswahl eines Projekts.
http://data.europa.eu/esco/skill/b669ef64-b137-4b0d-ad20-662934a6c1f9,Pferde pflegen,"Gewährleistung der Grundvoraussetzungen für die Gesunderhaltung der Pferde, wie Futter, Wasser, Unterbringung, Platz und Bewegung, Gesellschaft, medizinische Versorgung und Behandlung von Krankheiten oder Verletzungen.
   "
http://data.europa.eu/esco/skill/b66b7130-e851-4e54-a3cc-7bd1f8db531e,nukleare Notfälle bewältigen,"Auslösen der festgelegten Strategien im Falle von Anlagenstörungen, Fehlern oder anderen Ereignissen, die zu einer Kontamination und anderen nuklearen Notfällen führen können, und dafür sorgen, dass die Anlage gesichert ist, alle erforderlichen Bereiche evakuiert werden und weitere Schäden und Risiken eingedämmt werden."
http://data.europa.eu/esco/skill/b66f9bca-e042-4eca-bd28-b81de0e5e129,über die Produktivität der Viehzucht informieren,Erbringen von Beratungsleistungen im Hinblick auf die Verbesserung der Tiergesundheit und -produktivität sowie die Steigerung der Leistungsfähigkeit und des Werts der Viehbestände durch den Einsatz geeigneter Methoden und die Berücksichtigung der jeweiligen Nutztierart.
http://data.europa.eu/esco/skill/b674787e-e4fa-44d1-9ba7-045d3c882a62,Beschichtungsanlageteile,"Die verschiedenen Teile, Eigenschaften und Anwendungen einer Fertigungsmaschine, die Werkstücke mit einer mitunter schützenden Beschichtung versieht, wie Trommelentlader, Fülltrichter, Drehsieb, Spritzkabine, (Pulver-)Sprühpistolen, Trockenpatronensammler, Endfilter, Hochspannungs-Stromversorgung usw."
http://data.europa.eu/esco/skill/b6777cc8-7bc6-459d-9e3b-add034303f3a,Stempelungen kennzeichnen,"Zuschneiden, Lagern und Ausgeben von Stempelmarken."
http://data.europa.eu/esco/skill/b679ef35-eebf-4da8-8e45-fee6841c3214,an der Entwicklung von Marketingstrategien mitarbeiten,"Zusammenarbeiten mit einer Gruppe von Fachleuten, um in Abstimmung mit den Zielsetzungen des Unternehmens Marketingstrategien zu entwickeln, Marktanalysen durchzuführen und die finanzielle Tragfähigkeit zu ermitteln."
http://data.europa.eu/esco/skill/b6843068-2dd3-43ea-9625-3aaffe9f0112,Merkmale und Funktionen von Videospielen vorführen,Vorführen der Merkmale und Funktionen von Videospielen für Kunden.
http://data.europa.eu/esco/skill/b68c0c01-9b21-45b3-b645-d1dc0be50017,Touren für Besucher/Besucherinnen erarbeiten,Recherchieren von Informationen zu verschiedenen Themengebieten wie der örtlichen Geschichte und den Umweltbedingungen; Planen geeigneter Ausflüge; Ausarbeiten von Orientierungshilfen für Touren zusammen mit Hinweisen und Kommentaren.
http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,geschriebenes Norwegisch verstehen,Lesen und Verstehen schriftlicher Texte in norwegischer Sprache.
http://data.europa.eu/esco/skill/b69cb255-e939-4928-b3fd-9557087dce52,unter Aufsicht sicher mit mobilen elektrischen Systemen arbeiten,Ergreifen der erforderlichen Sicherheitsvorkehrungen bei der Bereitstellung einer temporären Stromversorgung für Aufführungen und Kunstveranstaltungen unter Aufsicht.
http://data.europa.eu/esco/skill/b6a1aa07-ca83-42ed-a71c-dc6af6645c3e,Schuhe und Lederwaren verkaufen,Verkaufen von Schuhen und Lederwaren durch Verdeutlichen ihrer Besonderheiten.
http://data.europa.eu/esco/skill/b6a22297-3067-4981-92a6-cb9bfe45db69,Hals-Nasen-Ohren-Erkrankungen diagnostizieren,"Untersuchen der betroffenen Organe mithilfe von Geräten wie Audiometern, Prismen, Rhinoskopen, Mikroskopen oder Röntgengeräten zur Feststellung und Diagnose spezifischer Krankheitsbilder, z. B. Nasenbluten, chirurgische Entfernung der Rachenmandeln (Adenotomie), Mastoiditis, chirurgische Entfernung der Gaumenmandeln (Tonsillektomie), Sinusitis, Infektionen, Gleichgewichtsstörungen, Nervenschmerzen, Ohrgeräusche (Tinnitus) und Hirnnervenstörungen sowie Schluck- und Sprechstörungen."
http://data.europa.eu/esco/skill/b6a947f2-91d2-4b7c-9f1e-9f58686e5ff9,Kunden und Kundinnen in der Pflege von Lederschuhen beraten,Beraten von Kunden im Hinblick auf die Pflege und den Schutz von Lederschuhen und Leder-Accessoires. Empfehlen entsprechender Pflegeprodukte.
http://data.europa.eu/esco/skill/b6ae29b8-9b81-4b6a-8ceb-d6f1364c030a,Gewürzmischmaschine bedienen,Wiegen verschiedener Gewürze und Einfüllen der Gewürze in die Mischmaschine.
http://data.europa.eu/esco/skill/b6b2e665-1085-4f4d-9973-e979721815d7,Kundinnen und Kunden mit speziellen Anforderungen unterstützen,"Unterstützen von Kundinnen und Kunden mit speziellen Anforderungen gemäß einschlägigen Leitlinien und spezifischen Standards. Erkennen und Erfüllen ihrer Bedürfnisse, sofern erforderlich."
http://data.europa.eu/esco/skill/b6ba2228-2275-4590-8bad-4d938dbbb120,das Verhalten von Patienten/Patientinnen analysieren,Analysieren und Erkennen der funktionalen und dysfunktionalen Verhaltensweisen des Patienten.
http://data.europa.eu/esco/skill/b6bdf202-524f-475d-b813-2aa9af005c37,Gegenstände bewegen,"Ausführen körperlicher Tätigkeiten zum Bewegen, Beladen, Entladen oder Lagern von Gegenständen oder beim Besteigen von Strukturen, mit oder ohne Hilfe von Ausrüstung.
  "
http://data.europa.eu/esco/skill/b6bf0f5e-0fb2-4bf1-82bd-019d643c3812,Chemikalienmischer warten,"Bedienen der zum Mischen chemischer Stoffe verwendeten Geräte und Maschinen, um Endprodukte herzustellen, die bei der Reinigung, beim Bleichen sowie beim Veredeln von Teppichen und anderen Textilien zum Einsatz kommen."
http://data.europa.eu/esco/skill/b6c26847-deb4-4fc4-b8b1-bf01347956c2,Prothesen und Orthesen pflegen,"Sicherstellen, dass alle Prothesen und Orthesen ordnungsgemäß gelagert und gepflegt werden, damit ihre Funktionalität und ihr äußeres Erscheinungsbild erhalten bleibt."
http://data.europa.eu/esco/skill/b6c38b1e-52e5-4aa1-9d75-e1ddb6d823dd,Teileverpackung sicherstellen,"Umsetzen und Überwachen des Verpackungsprozesses; Sicherstellen, dass die Teile unter Einhaltung der Produktionsvorschriften verarbeitet und verpackt werden."
http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,gesprochenes Irisch verstehen,Verstehen der irischen Sprache in gesprochener Form.
http://data.europa.eu/esco/skill/b6ccadfa-695d-43f6-94c6-bfc9d1adb88f,Grundsätze der Lebensmitteltechnologie anwenden,"Anwendung lebensmittelwissenschaftlicher Methoden und Technologien für die Verarbeitung, Konservierung und Verpackung von Lebensmitteln unter Berücksichtigung von Sicherheitsstandards und Qualitätskontrollverfahren.
	"
http://data.europa.eu/esco/skill/b6d14ab8-3441-4cbe-8a0e-5b4f7f994730,digitales Lehrmaterial entwickeln,"Erstellen von Ressourcen und Lehrmitteln (E-Learning, Video- und Audiomaterial, Bildungsprogramme) mithilfe digitaler Technologien, um Kenntnisse und Wissen zu vermitteln und auf diese Weise das Fachwissen der Lernenden zu verbessern."
http://data.europa.eu/esco/skill/b6d7afec-bee3-46e8-8651-c6b1f38d435d,Art der Verletzung bei Notfällen beurteilen,"Beurteilen der Art und des Ausmaßes einer Verletzung oder Erkrankung, um einen vorrangigen Plan für die medizinische Behandlung festzulegen."
http://data.europa.eu/esco/skill/b6de3efd-39dd-428c-a20d-b2a8f5583429,Flüssigkeitschromatografie anwenden,"Anwenden von Kenntnissen der Polymercharakterisierung und der Flüssigkeitschromatografie bei der Entwicklung neuer Produkte.
	"
